Date,Fan Start/Stop Command (-),Lab 409 Room Temp (°F),Cooling Coil Valve (%),Discharge Air Temp (°F),Lab 409 Room Temp Deviation From Setpoint (°F),Hour of the Day,Heat Cool Mode (-),Heating Coil Valve (%),Season,Occupancy Status (-),Day of the Week,Chilled Water Valve (%),Outdoor Air Temp (°F),Label
2022-12-16 08:00:00,1.0,62.0,0.0,60.5,10.0,8,1.0,100.0,Winter,1.0,4,0.0,36.64,F
2022-12-16 08:15:00,1.0,62.0,0.0,60.5,10.0,8,1.0,100.0,Winter,1.0,4,0.0,37.21,F
2022-12-16 08:30:00,1.0,62.25,0.0,63.0,9.75,8,1.0,100.0,Winter,1.0,4,0.0,37.81,F
2022-12-16 08:45:00,1.0,62.75,0.0,65.0,9.25,8,1.0,100.0,Winter,1.0,4,0.0,38.66,F
2022-12-16 09:00:00,1.0,63.5,0.0,66.0,8.5,9,1.0,100.0,Winter,1.0,4,0.0,39.41,F
2022-12-16 09:15:00,1.0,63.75,0.0,67.0,8.25,9,1.0,100.0,Winter,1.0,4,0.0,40.58,F
2022-12-16 09:30:00,1.0,64.0,0.0,67.0,8.0,9,1.0,100.0,Winter,1.0,4,0.0,41.71,F
2022-12-16 09:45:00,1.0,64.5,0.0,67.5,7.5,9,1.0,100.0,Winter,1.0,4,0.0,42.88,F
2022-12-16 10:00:00,1.0,64.75,0.0,67.5,7.25,10,1.0,100.0,Winter,1.0,4,0.0,43.99,F
2022-12-16 10:15:00,1.0,65.25,0.0,68.0,6.75,10,1.0,100.0,Winter,1.0,4,0.0,45.44,F
2022-12-16 10:30:00,1.0,65.5,0.0,68.0,6.5,10,1.0,100.0,Winter,1.0,4,0.0,46.95,F
2022-12-16 10:45:00,1.0,65.75,0.0,68.5,6.25,10,1.0,100.0,Winter,1.0,4,0.0,48.11,F
2022-12-16 11:00:00,1.0,66.25,0.0,68.5,5.75,11,1.0,100.0,Winter,1.0,4,0.0,49.4,F
2022-12-16 11:15:00,1.0,66.0,0.0,68.5,6.0,11,1.0,100.0,Winter,1.0,4,0.0,50.2,F
2022-12-16 11:30:00,1.0,66.5,0.0,69.0,5.5,11,1.0,100.0,Winter,1.0,4,0.0,51.09,F
2022-12-16 11:45:00,1.0,66.75,0.0,69.0,5.25,11,1.0,100.0,Winter,1.0,4,0.0,51.59,F
2022-12-16 12:00:00,1.0,67.0,0.0,69.0,5.0,12,1.0,100.0,Winter,1.0,4,0.0,52.02,F
2022-12-16 12:15:00,1.0,67.25,0.0,69.5,4.75,12,1.0,100.0,Winter,1.0,4,0.0,52.49,F
2022-12-16 12:30:00,1.0,67.5,0.0,69.5,4.5,12,1.0,100.0,Winter,1.0,4,0.0,52.93,F
2022-12-16 12:45:00,1.0,67.5,0.0,69.5,4.5,12,1.0,100.0,Winter,1.0,4,0.0,52.92,F
2022-12-16 13:00:00,1.0,67.5,0.0,70.0,4.5,13,1.0,100.0,Winter,1.0,4,0.0,53.08,F
2022-12-16 13:15:00,1.0,67.75,0.0,70.0,4.25,13,1.0,100.0,Winter,1.0,4,0.0,54.36,F
2022-12-16 13:30:00,1.0,68.25,0.0,71.0,3.75,13,1.0,100.0,Winter,1.0,4,0.0,52.87,F


